,Lat,Long,prec,Date,Site_ID,tmin,tmax
844,-2.25,-59.75,472.58,2004-05-01,79,23.44,30.0
845,-2.25,-59.75,174.84,2004-06-01,79,23.0,30.0
846,-2.25,-59.75,99.71,2004-07-01,79,23.0,30.69
847,-2.25,-59.75,229.95,2004-08-01,79,23.44,31.69
848,-2.25,-59.75,128.0,2004-09-01,79,23.25,32.0
849,-2.25,-59.75,80.52,2004-10-01,79,24.0,32.81
850,-2.25,-59.75,24.08,2004-11-01,79,24.0,33.0
851,-2.25,-59.75,121.22,2004-12-01,79,23.0,32.0
852,-2.25,-59.75,151.16,2005-01-01,79,24.0,31.0
853,-2.25,-59.75,292.02,2005-02-01,79,24.0,30.0
854,-2.25,-59.75,315.41,2005-03-01,79,24.0,30.0
855,-2.25,-59.75,420.21,2005-04-01,79,24.0,30.0
856,-2.25,-59.75,290.27,2005-05-01,79,24.0,31.0
857,-2.25,-59.75,96.26,2005-06-01,79,23.94,31.0
858,-2.25,-59.75,79.97,2005-07-01,79,23.0,31.0
859,-2.25,-59.75,33.64,2005-08-01,79,23.12,32.12
860,-2.25,-59.75,60.39,2005-09-01,79,23.0,32.31
861,-2.25,-59.75,80.41,2005-10-01,79,24.0,33.0
862,-2.25,-59.75,210.96,2005-11-01,79,24.0,32.0
863,-2.25,-59.75,300.51,2005-12-01,79,23.0,31.0
864,-2.25,-59.75,170.26,2006-01-01,79,24.0,30.0
865,-2.25,-59.75,298.33,2006-02-01,79,23.0,29.94
866,-2.25,-59.75,278.25,2006-03-01,79,22.69,31.0
867,-2.25,-59.75,286.28,2006-04-01,79,23.0,30.0
868,-2.25,-59.75,433.02,2006-05-01,79,23.0,29.0
869,-2.25,-59.75,128.41,2006-06-01,79,23.0,30.75
870,-2.25,-59.75,128.47,2006-07-01,79,23.0,31.0
871,-2.25,-59.75,41.58,2006-08-01,79,23.0,32.0
872,-2.25,-59.75,45.75,2006-09-01,79,23.19,33.0
873,-2.25,-59.75,87.49,2006-10-01,79,24.19,33.0
874,-2.25,-59.75,272.49,2006-11-01,79,23.19,31.69
875,-2.25,-59.75,221.39,2006-12-01,79,23.0,32.0
876,-2.25,-59.75,304.96,2007-01-01,79,24.0,31.0
877,-2.25,-59.75,132.77,2007-02-01,79,24.0,32.0
878,-2.25,-59.75,336.65,2007-03-01,79,23.0,30.0
879,-2.25,-59.75,386.21,2007-04-01,79,23.0,30.0
880,-2.25,-59.75,256.46,2007-05-01,79,23.0,30.12
881,-2.25,-59.75,135.56,2007-06-01,79,23.0,31.0
882,-2.25,-59.75,163.53,2007-07-01,79,22.94,31.25
883,-2.25,-59.75,192.73,2007-08-01,79,23.0,32.0
884,-2.25,-59.75,84.71,2007-09-01,79,23.0,32.69
885,-2.25,-59.75,87.76,2007-10-01,79,23.0,32.38
886,-2.25,-59.75,204.97,2007-11-01,79,23.06,32.06
887,-2.25,-59.75,261.42,2007-12-01,79,22.19,31.06
888,-2.25,-59.75,371.91,2008-01-01,79,23.0,30.0
889,-2.25,-59.75,228.28,2008-02-01,79,23.0,29.0
890,-2.25,-59.75,459.84,2008-03-01,79,23.0,30.5
891,-2.25,-59.75,325.62,2008-04-01,79,23.0,30.31
892,-2.25,-59.75,339.99,2008-05-01,79,23.0,30.0
893,-2.25,-59.75,269.45,2008-06-01,79,23.0,30.31
894,-2.25,-59.75,113.92,2008-07-01,79,23.0,31.0
895,-2.25,-59.75,95.71,2008-08-01,79,24.0,32.06
896,-2.25,-59.75,98.87,2008-09-01,79,23.69,32.0
897,-2.25,-59.75,179.95,2008-10-01,79,24.0,32.0
898,-2.25,-59.75,226.91,2008-11-01,79,23.31,31.31
899,-2.25,-59.75,356.54,2008-12-01,79,23.0,31.0
900,-2.25,-59.75,248.12,2009-01-01,79,23.0,30.0
901,-2.25,-59.75,366.73,2009-02-01,79,23.0,29.5
902,-2.25,-59.75,281.49,2009-03-01,79,23.0,30.0
903,-2.25,-59.75,280.06,2009-04-01,79,23.0,30.0
904,-2.25,-59.75,190.52,2009-05-01,79,23.0,30.0
905,-2.25,-59.75,216.12,2009-06-01,79,23.0,30.0
906,-2.25,-59.75,72.69,2009-07-01,79,23.0,31.25
907,-2.25,-59.75,27.1,2009-08-01,79,24.44,32.0
908,-2.25,-59.75,21.84,2009-09-01,79,24.0,33.25
909,-2.25,-59.75,69.17,2009-10-01,79,24.0,33.0
910,-2.25,-59.75,121.61,2009-11-01,79,24.0,33.06
911,-2.25,-59.75,208.43,2009-12-01,79,24.0,31.88
912,-2.25,-59.75,338.75,2020-01-01,79,24.0,31.94
913,-2.25,-59.75,182.41,2020-02-01,79,24.56,31.5
914,-2.25,-59.75,397.32,2020-03-01,79,24.81,31.0
915,-2.25,-59.75,354.99,2020-04-01,79,24.0,30.0
916,-2.25,-59.75,351.41,2020-05-01,79,24.0,30.0
917,-2.25,-59.75,260.17,2020-06-01,79,24.0,31.0
918,-2.25,-59.75,79.62,2020-07-01,79,23.12,31.12
919,-2.25,-59.75,52.47,2020-08-01,79,24.0,32.12
920,-2.25,-59.75,151.07,2020-09-01,79,24.06,33.0
921,-2.25,-59.75,141.99,2020-10-01,79,24.0,32.0
922,-2.25,-59.75,399.28,2020-11-01,79,24.0,31.75
923,-2.25,-59.75,351.35,2020-12-01,79,23.0,31.0
924,-2.25,-59.75,158.64,2021-01-01,79,23.0,30.0
925,-2.25,-59.75,246.54,2021-02-01,79,23.62,31.0
926,-2.25,-59.75,531.04,2021-03-01,79,23.0,29.0
927,-2.25,-59.75,214.27,2021-04-01,79,24.0,30.0
928,-2.25,-59.75,232.54,2021-05-01,79,24.0,30.0
929,-2.25,-59.75,297.65,2021-06-01,79,24.0,30.12
930,-2.25,-59.75,198.06,2021-07-01,79,24.0,30.25
931,-2.25,-59.75,272.79,2021-08-01,79,24.0,32.0
932,-2.25,-59.75,38.61,2021-09-01,79,24.0,32.0
933,-2.25,-59.75,191.27,2021-10-01,79,24.0,32.12
934,-2.25,-59.75,251.07,2021-11-01,79,24.0,31.0
935,-2.25,-59.75,189.86,2021-12-01,79,24.0,30.0
936,-2.25,-59.75,223.66,2010-01-01,79,24.0,31.12
937,-2.25,-59.75,243.27,2010-02-01,79,24.0,30.88
938,-2.25,-59.75,191.12,2010-03-01,79,24.0,31.0
939,-2.25,-59.75,373.82,2010-04-01,79,24.0,30.0
940,-2.25,-59.75,224.34,2010-05-01,79,24.0,31.0
941,-2.25,-59.75,157.37,2010-06-01,79,23.0,31.0
942,-2.25,-59.75,139.77,2010-07-01,79,23.0,31.0
943,-2.25,-59.75,87.42,2010-08-01,79,24.0,32.0
944,-2.25,-59.75,45.44,2010-09-01,79,24.0,33.0
945,-2.25,-59.75,126.75,2010-10-01,79,24.0,33.12
946,-2.25,-59.75,149.26,2010-11-01,79,24.0,32.0
947,-2.25,-59.75,237.08,2010-12-01,79,23.0,31.0
948,-2.25,-59.75,205.5,2011-01-01,79,23.0,30.0
949,-2.25,-59.75,393.75,2011-02-01,79,23.0,29.5
950,-2.25,-59.75,312.42,2011-03-01,79,23.0,29.88
951,-2.25,-59.75,502.15,2011-04-01,79,23.0,30.0
952,-2.25,-59.75,292.18,2011-05-01,79,24.0,30.0
953,-2.25,-59.75,163.24,2011-06-01,79,24.0,31.0
954,-2.25,-59.75,56.84,2011-07-01,79,24.0,32.0
955,-2.25,-59.75,100.87,2011-08-01,79,24.0,33.0
956,-2.25,-59.75,57.31,2011-09-01,79,24.0,33.0
957,-2.25,-59.75,226.96,2011-10-01,79,24.0,32.0
958,-2.25,-59.75,202.82,2011-11-01,79,24.0,31.0
959,-2.25,-59.75,200.64,2011-12-01,79,24.0,32.0
960,-2.25,-59.75,316.54,2012-01-01,79,23.0,30.0
961,-2.25,-59.75,269.11,2012-02-01,79,23.0,29.0
962,-2.25,-59.75,250.71,2012-03-01,79,23.31,29.56
963,-2.25,-59.75,187.66,2012-04-01,79,23.69,30.0
964,-2.25,-59.75,180.63,2012-05-01,79,23.44,30.69
965,-2.25,-59.75,121.11,2012-06-01,79,23.12,31.0
966,-2.25,-59.75,142.77,2012-07-01,79,23.0,31.0
967,-2.25,-59.75,65.98,2012-08-01,79,23.12,32.0
968,-2.25,-59.75,103.52,2012-09-01,79,24.0,33.0
969,-2.25,-59.75,181.22,2012-10-01,79,24.0,33.0
970,-2.25,-59.75,197.65,2012-11-01,79,24.0,33.0
971,-2.25,-59.75,248.31,2012-12-01,79,23.0,31.0
972,-2.25,-59.75,234.08,2013-01-01,79,24.0,31.0
973,-2.25,-59.75,263.35,2013-02-01,79,23.0,29.88
974,-2.25,-59.75,433.71,2013-03-01,79,24.0,30.0
975,-2.25,-59.75,374.26,2013-04-01,79,24.0,30.81
976,-2.25,-59.75,312.17,2013-05-01,79,23.12,30.88
977,-2.25,-59.75,88.14,2013-06-01,79,24.0,31.12
978,-2.25,-59.75,234.58,2013-07-01,79,23.0,31.0
979,-2.25,-59.75,129.44,2013-08-01,79,24.0,31.0
980,-2.25,-59.75,136.8,2013-09-01,79,24.0,32.0
981,-2.25,-59.75,197.72,2013-10-01,79,24.0,33.0
982,-2.25,-59.75,236.46,2013-11-01,79,24.0,31.0
983,-2.25,-59.75,111.4,2013-12-01,79,24.0,32.0
984,-2.25,-59.75,198.11,2014-01-01,79,24.0,31.0
985,-2.25,-59.75,235.52,2014-02-01,79,23.0,30.0
986,-2.25,-59.75,445.49,2014-03-01,79,23.81,30.0
987,-2.25,-59.75,252.19,2014-04-01,79,24.0,30.31
988,-2.25,-59.75,435.24,2014-05-01,79,24.0,30.31
989,-2.25,-59.75,267.56,2014-06-01,79,24.0,31.0
990,-2.25,-59.75,107.36,2014-07-01,79,23.0,31.0
991,-2.25,-59.75,64.84,2014-08-01,79,24.0,32.0
992,-2.25,-59.75,75.91,2014-09-01,79,24.0,34.0
993,-2.25,-59.75,211.18,2014-10-01,79,24.0,32.0
994,-2.25,-59.75,188.91,2014-11-01,79,24.0,32.0
995,-2.25,-59.75,127.06,2014-12-01,79,24.0,32.0
996,-2.25,-59.75,238.52,2015-01-01,79,23.0,30.94
997,-2.25,-59.75,173.06,2015-02-01,79,24.0,31.0
998,-2.25,-59.75,372.72,2015-03-01,79,23.31,30.0
999,-2.25,-59.75,255.7,2015-04-01,79,24.0,30.06
1000,-2.25,-59.75,355.28,2015-05-01,79,24.0,31.0
1001,-2.25,-59.75,124.91,2015-06-01,79,24.0,31.12
1002,-2.25,-59.75,80.82,2015-07-01,79,24.0,32.0
1003,-2.25,-59.75,20.72,2015-08-01,79,24.0,33.0
1004,-2.25,-59.75,19.37,2015-09-01,79,25.0,34.69
1005,-2.25,-59.75,30.68,2015-10-01,79,25.0,34.0
1006,-2.25,-59.75,65.04,2015-11-01,79,24.06,33.31
1007,-2.25,-59.75,100.89,2015-12-01,79,24.0,32.0
1008,-2.25,-59.75,122.16,2016-01-01,79,24.94,32.0
1009,-2.25,-59.75,184.76,2016-02-01,79,23.0,30.0
1010,-2.25,-59.75,250.07,2016-03-01,79,24.0,30.5
1011,-2.25,-59.75,290.94,2016-04-01,79,24.0,31.0
1012,-2.25,-59.75,134.21,2016-05-01,79,24.0,31.0
1013,-2.25,-59.75,131.23,2016-06-01,79,23.94,31.12
1014,-2.25,-59.75,138.09,2016-07-01,79,24.0,32.0
1015,-2.25,-59.75,84.91,2016-08-01,79,24.0,32.69
1016,-2.25,-59.75,127.17,2016-09-01,79,24.0,32.0
1017,-2.25,-59.75,164.36,2016-10-01,79,24.0,32.81
1018,-2.25,-59.75,162.68,2016-11-01,79,24.0,33.0
1019,-2.25,-59.75,401.61,2016-12-01,79,24.0,31.0
1020,-2.25,-59.75,306.75,2017-01-01,79,23.0,30.12
1021,-2.25,-59.75,217.12,2017-02-01,79,23.0,30.0
1022,-2.25,-59.75,237.57,2017-03-01,79,23.0,30.0
1023,-2.25,-59.75,339.38,2017-04-01,79,23.75,31.0
1024,-2.25,-59.75,165.42,2017-05-01,79,23.0,31.31
1025,-2.25,-59.75,175.22,2017-06-01,79,23.94,31.81
1026,-2.25,-59.75,103.88,2017-07-01,79,23.12,32.0
1027,-2.25,-59.75,39.69,2017-08-01,79,22.0,31.0
1028,-2.25,-59.75,183.84,2017-09-01,79,24.0,32.0
1029,-2.25,-59.75,160.75,2017-10-01,79,24.0,32.06
1030,-2.25,-59.75,169.01,2017-11-01,79,24.0,32.0
1031,-2.25,-59.75,391.64,2017-12-01,79,24.0,30.88
1032,-2.25,-59.75,183.69,2018-01-01,79,23.0,30.12
1033,-2.25,-59.75,250.14,2018-02-01,79,23.56,30.0
1034,-2.25,-59.75,229.08,2018-03-01,79,24.0,31.0
1035,-2.25,-59.75,327.01,2018-04-01,79,23.0,30.0
1036,-2.25,-59.75,223.19,2018-05-01,79,23.0,30.0
1037,-2.25,-59.75,262.13,2018-06-01,79,23.5,31.0
1038,-2.25,-59.75,90.97,2018-07-01,79,23.12,31.12
1039,-2.25,-59.75,43.24,2018-08-01,79,24.0,32.0
1040,-2.25,-59.75,98.25,2018-09-01,79,24.19,33.0
1041,-2.25,-59.75,67.89,2018-10-01,79,23.0,32.0
1042,-2.25,-59.75,146.17,2018-11-01,79,24.75,32.0
1043,-2.25,-59.75,297.38,2018-12-01,79,23.0,30.0
1044,-2.25,-59.75,242.74,2019-01-01,79,23.5,30.0
1045,-2.25,-59.75,291.62,2019-02-01,79,24.0,30.0
1046,-2.25,-59.75,368.99,2019-03-01,79,24.0,31.0
1047,-2.25,-59.75,303.24,2019-04-01,79,24.0,30.31
1048,-2.25,-59.75,364.08,2019-05-01,79,24.0,30.0
1049,-2.25,-59.75,98.72,2019-06-01,79,24.0,31.0
1050,-2.25,-59.75,168.37,2019-07-01,79,24.0,31.0
1051,-2.25,-59.75,81.55,2019-08-01,79,24.0,32.0
1052,-2.25,-59.75,210.88,2019-09-01,79,24.0,33.0
1053,-2.25,-59.75,264.12,2019-10-01,79,24.0,32.0
1054,-2.25,-59.75,165.46,2019-11-01,79,24.19,32.0
1055,-2.25,-59.75,206.58,2019-12-01,79,24.0,31.0
